"","State","Real_Openness","Water_Use","Constructed_Openness","Income","Precipitation","Temperature","Population","Area","Latitude","Longitude","Income2","Is.DC","Tot_Employment","Agri_Employment","Housing_units","Median_Income","Real_Openness_next_yr","Water_Use_next_yr","Constructed_Openness_next_yr","Income_next_yr","Precipitation_next_yr","Temperature_next_yr","Population_next_yr","Area_next_yr","Latitude_next_yr","Longitude_next_yr","Income2_next_yr","Is.DC_next_yr","Tot_Employment_next_yr","Agri_Employment_next_yr","Housing_units_next_yr","Median_Income_next_yr","same_yr_Irrigated_area","next_yr_Irrigated_area","next_yr_Irrigated_water","next_yr_Irrigated_water_gw","next_yr_Irrigated_water_sw","next_yr_irrigated_area_gravity","next_yr_irrigated_area_sprinkler","next_yr_irrigated_area_drip","next_yr_Irrigated_area_gw","next_yr_Irrigated_area_sw","palmer_z","next_yr_gravity_percent","next_yr_sprinkler_percent","next_yr_drip_percent","next_yr_sprinkler_rel","next_yr_drip_rel"
"11",15,NA,4.77121753329199,NA,10.2434892675,NA,NA,14.1464769509219,23.5347234776545,21.02917264,-157.3971885,104.929072373387,0,13.3824234507998,9.30209879721572,13.1699852403279,10.3017937634458,0.309523809523809,4.77121753329199,0.111919745334893,10.2947523112432,NA,NA,14.1548743243667,23.5347234776545,21.02917264,-157.3971885,105.981925149846,0,13.3747876340423,9.13895177588853,13.1736361715818,10.3190349959858,11.3121914341691,11.2445099284309,12.4270097644617,NA,NA,9.37483734385759,9.23337307108675,11.0207089460783,28634.25434,10839.85158,NA,0.154174132541624,0.133836435213644,0.79947422801763,0.868086189345097,5.18552765524262
"12",16,0.892338177014531,8.54180703992919,0.393659180977543,10.0012039260422,3.24334456186372,3.80899921106491,14.2828406164026,26.0894754695374,44.26668842,-114.4612026,100.024079970282,0,13.4733680758427,10.5964347130934,13.4195719285204,10.0063148623356,0.893659180977543,8.54180703992919,0.563865194565546,10.0280034272337,2.86812670336814,3.77770526188219,14.2930705657357,26.0894754695374,44.26668842,-114.4612026,100.560852736611,0,13.4734328399465,10.6227896905729,13.4242323383667,10.0519506601738,15.0290252929277,15.0716503898617,15.6755641434956,14.7402307431593,13.6537884389287,13.5381127540016,14.9430863260734,10.2452671089582,1431890.033,451232.5817,-0.41,0.215770996335538,0.879357225658693,0.00801545856743433,4.07541903496258,0.0371479888565271
"13",17,0.817173003456431,4.41161456270486,0.303802073858468,10.2660799537389,3.4041431689007,4.02094585929799,16.3708178101432,25.6915362802649,39.84225886,-89.17445102,105.39239761656,0,15.612355573851,11.0582123378931,15.4813569697894,10.2146786105388,0.820181818181818,4.41161456270486,0.40197932078873,10.3041411036471,3.74876122408425,3.93311551086588,16.3713520257732,25.6915362802649,39.84225886,-89.17445102,106.175323883869,0,15.6195425770982,11.122457337868,15.4812632062199,10.2329711396217,13.1663400706258,13.2026854306726,12.8136810007276,12.7797523918807,8.64241515616962,9.0505236705223,13.2768460021318,9.25148231530736,526527.6333,11657.20232,-0.61,0.0157303744061659,1.0769797238187,0.0192315500777014,68.4649771207321,1.22257421095858
"14",18,0.589934762348555,3.91307145561212,0.263932898415657,10.0815500524097,3.52164683437797,4.00987699881165,15.6930399950635,25.2535939161006,39.83861922,-86.21904026,101.637651459242,0,14.9151519835559,10.6006018536572,14.8481361663072,10.1186392539208,0.591239515377446,3.91307145561212,0.287451662932577,10.1184376288218,3.80993397240844,3.93588106812251,15.6981616717527,25.2535939161006,39.83861922,-86.21904026,102.382780048357,0,14.9226814504066,10.6752379436521,14.8485669192236,10.124789408971,12.9887062625914,13.0274195304919,12.367064159122,12.2449375261518,10.0562515570878,8.43054538469057,13.0939021725823,8.7465573545435,409965.1874,43764.19417,-0.55,0.0100833054768733,1.06874241277996,0.0138307324196414,105.991275899673,1.37164667393675
"15",19,0.429874437337124,2.74914735776189,0.119284529732291,10.1824819965903,3.2422732935607,3.95232684294424,14.9385507087323,25.6976519983675,42.02990262,-93.4660937,103.682939610886,0,14.2581250046406,11.0435296509674,14.1124330558807,10.1930553458981,0.429874437337124,2.74914735776189,0.153628038148687,10.2306306938688,3.53810249762673,3.84287212502987,14.9438162676441,25.6976519983675,42.02990262,-93.4660937,104.665804394331,0,14.2704582888498,11.0210687877518,14.1153239969224,10.2149349785382,12.0532477531249,12.0773695777623,11.4357528014437,11.3995106758924,7.6395890579661,7.35500192110526,12.095157844459,7.86901937649902,167365.4948,6434.748836,-0.92,0.00889409543523631,1.01794742020052,0.0148708820736208,114.452046035806,1.67199488491049
"16",20,0.683379120879121,7.01208376227772,0.225274725274725,10.1807404294974,2.95773052651955,4.06421994823928,14.8753491002412,26.0786910605009,38.48536567,-98.08532491,103.647475692802,0,14.1479776418012,10.7433722892077,14.0295754224333,10.1772861946293,0.683836996336996,7.01208376227772,0.235780856038507,10.2100527119894,3.36675038539655,3.98385733369713,14.8781353277356,26.0786910605009,38.48536567,-98.08532491,104.245176381602,0,14.1516813205753,10.8324180647567,14.0304243374144,10.1864083078862,14.8737493626274,14.8632915507702,15.0487694088907,15.0358278090256,9.85624710635822,11.5804345695526,14.8681640702986,11.1935875931144,2805798.4,31276.37369,-0.76,0.0375209070054294,1.0048844095553,0.0254840131770687,26.7819860913782,0.679195019816047
"17",21,0.774347826086957,2.36047185263689,0.564782608695652,10.0310888971298,3.76724821482739,4.06746542197561,15.2926540267227,25.3510093181868,37.62171898,-85.20171191,100.622744462122,0,14.4403564135781,10.8947002109275,14.4768166488449,9.99291683736255,0.774347826086957,2.36047185263689,0.5416888870266,10.0718792037966,4.02162028716401,4.00819655714693,15.2960452085781,25.3510093181868,37.62171898,-85.20171191,101.44275069587,0,14.4542627968928,10.8538704845781,14.4764619725478,10.0200253687841,11.2060333895858,10.842048453056,9.92009881834132,9.11110822411982,9.27818136176873,6.0591231955818,10.7268732100198,8.92903790648844,26542.8553,23190.852,-0.36,0.00837147439658882,0.891209951883582,0.14763525407816,106.457943925234,17.6355140186916
"18",22,1.44350758853288,5.8251091501239,0.75716694772344,10.0774408596596,4.13649885411993,4.22881354242399,15.3419782985466,25.4409965561454,31.0806972,-91.81925318,101.554814279936,0,14.5096097851839,11.5279815511242,14.5021662140977,10.0175302685768,1.44519392917369,5.8251091501239,0.579110929863903,10.1143560729747,4.11585457212377,4.19192565443067,15.3470885453872,25.4409965561454,31.0806972,-91.81925318,102.300198770921,0,14.5145319515025,11.5088170369257,14.5041310083233,10.0690443629974,13.9043278865745,13.9075253138188,14.1903212505324,13.9002379819678,12.6388343008513,13.7843552319566,12.4755423755123,8.69834740045819,883243.7124,183232.2274,-1.68,0.884113278139625,0.238834857590564,0.00546616550268565,0.270140561731102,0.00618265287700204
"19",23,1.19886363636364,1.41517332067027,0.670454545454545,10.1666207520665,3.85720383464802,3.78059083919957,14.1000817967866,25.1038968603578,44.67621581,-69.49838161,103.360177516349,0,13.3791149973323,9.70509758756311,13.4928049253103,10.1009850368668,1.20075757575758,1.41517332067027,0.571877556734133,10.189793678808,3.8206616340075,3.7367172234708,14.0994119928034,25.1038968603578,44.67621581,-69.49838161,103.831895216675,0,13.3744876998546,9.72304423075395,13.4913581200166,10.0878486946279,10.3380906623876,9.94352523956766,8.84779106484485,8.11402544235676,8.14387002772252,3.52636052461616,9.90198642640986,6.78784498230958,11296.19201,9758.493101,1.3,0.00163328049190565,0.959312100686939,0.0426094057741269,587.352941176471,26.0882352941176
"20",24,0.978702327885092,3.26991868790044,0.432392273402675,10.4672091856556,3.70118334633576,4.04945874010499,15.5878430393348,23.9481991089814,39.0026629,-76.68130445,109.562468136273,0,14.893049011694,9.72310411637243,14.6891588893843,10.4505679569613,0.983159980188212,3.26991868790044,0.491059810736037,10.4961788367717,3.82812795535293,3.99975170979363,15.5953347509712,23.9481991089814,39.0026629,-76.68130445,110.169770173494,0,14.9085630864355,9.64056313121007,14.6927181992147,10.472063081843,11.5608581187255,11.5219743995888,10.7704199588677,10.5245871149929,9.14921702209683,6.4707995037826,11.533306356412,9.16555218918605,78737.72357,20236.47171,-1.03,0.00640180756919601,1.01139640666343,0.0947586439267062,157.986068111455,14.8018575851393
"21",25,1.38536060279871,3.92834113754359,0.934337997847147,10.4604426611443,3.73281654400263,3.93816067858612,15.7095473948302,23.7291660858851,42.10673796,-71.45056086,109.420860667088,0,15.0199214663086,9.55704578487742,14.8488352450041,10.3422584793508,1.39181916038751,3.92834113754359,1.12263553076975,10.4879074451043,3.83708149884264,3.8873901127845,15.7165464656067,23.7291660858851,42.10673796,-71.45056086,109.996202577074,0,15.0386984640859,9.28628237555134,14.8499899321142,10.3529376476257,10.0619005642784,10.2120745856678,10.4966762667272,8.48279135951782,10.3205517964876,7.64539769942863,10.1476095102355,8.28928832300032,7918.710889,21927.97203,1.11,0.0767903048108704,0.937568857877341,0.146199045170768,12.2094691535151,1.9038737446198
"22",26,0.775739891621509,4.33562399310276,0.482701125468946,10.129586731676,3.43444692395924,3.87937607445563,16.1063630928813,25.7110759404007,44.04901725,-85.19808872,102.608527354546,0,15.2706619146737,10.9265677785918,15.3251460355084,10.0832224334333,0.776990412671947,4.33562399310276,0.571776167662507,10.1626929869954,3.6439844660491,3.78486653658613,16.1076029950735,25.7110759404007,44.04901725,-85.19808872,103.280328747925,0,15.2902248244651,10.9293678450381,15.3251869179188,10.114396566182,13.2916723026181,13.2842270922959,12.649472383731,12.3766088858308,11.1416228795369,7.5999019592085,13.2868416860644,10.5066553194765,466998.7186,126671.989,-0.07,0.00339882623118142,1.00261801479969,0.062189334013779,294.989489489489,18.2972972972973
"23",27,0.6262388711574,4.27757681531738,0.167982529816899,10.3264323305249,3.26194220051183,3.81188305509659,15.4980388821559,26.0522675856254,45.54670036,-94.4318287,106.635204676911,0,14.8404088481429,11.0802792756002,14.6746271582279,10.3120810953188,0.626910801276667,4.27757681531738,0.231612320757053,10.3532246969204,3.36764496179149,3.67211200738351,15.5056764816593,26.0522675856254,45.54670036,-94.4318287,107.189261624922,0,14.8551793109984,11.1187711480079,14.6778746364658,10.3247603908498,13.1692774971882,13.1552641618128,12.6850329190167,12.5545448733911,10.0641337531463,9.98695515777739,13.1762775343293,8.81358720447004,467078.4778,32624.58297,-0.85,0.0420746859058221,1.02123570803756,0.0130146848220714,24.2719746101835,0.309323398187756
"24",28,1.19129287598945,6.63847668554027,0.918205804749341,9.90941992118924,4.08248368158713,4.18500702278971,14.9090855138818,25.5234434395356,32.79092429,-89.64612789,98.1966031744621,0,13.9920210967835,10.5149907440556,14.0654105419459,9.91373486898768,1.19525065963061,6.63847668554027,0.86697934976366,9.91125728980049,4.14213448615929,4.14457697061906,14.9111875428402,25.5234434395356,32.79092429,-89.64612789,98.2330210646233,0,13.995148517129,10.503586992046,14.064861281661,9.9391924771569,14.3174839157831,14.3470719029706,14.3858893591669,14.3321095540968,11.3754318931561,14.0506546143153,13.1815337658652,9.96015139965367,1609516.643,92074.41046,-1.03,0.743477118713295,0.311754850031177,0.0124389760852663,0.419320033104338,0.0167308122498698
"25",29,0.930046224961479,6.23792552197097,0.408628659476117,10.1144370577496,3.43543190717367,4.0699488534181,15.6109279953284,25.9053470957279,38.45001591,-92.480744,102.301836995179,0,14.8323981975102,10.7859319036265,14.8161744230548,10.0830135386946,0.930970724191063,6.23792552197097,0.462074156017761,10.141874333263,3.82285258381452,3.98186938915654,15.6146048944961,25.9053470957279,38.45001591,-92.480744,102.857614991699,0,14.8481735530454,10.8351987751362,14.8158148110788,10.1202105360474,13.9817755621545,14.0268519368246,13.992088149731,13.9592037948388,10.4250089399443,13.5420364066183,13.2857076661994,11.0691352425404,1172331.284,58134.52032,-0.77,0.615810784775615,0.476568280319331,0.0519373707839337,0.77388751886341,0.0843398200680397
"26",30,0.941860465116279,7.86846878518088,0.699612403100775,10.132533649503,2.81962166542416,3.79659136739326,13.8206383881419,26.6554420564989,46.97106673,-109.7059727,102.66823815831,0,13.0871713382353,10.4604426611443,13.0942951237431,10.0662864428412,0.944015444015444,7.86846878518088,0.896258119562357,10.1679265862575,2.99649647197998,3.74700166893181,13.8305617188227,26.6554420564989,46.97106673,-109.7059727,103.386731063522,0,13.086949648482,10.491385322377,13.093484364054,10.0768944919405,14.4589521304639,14.4427257135777,14.7327388501913,11.0489647047586,13.3241431108383,13.9505518101769,13.6522054371461,6.98378996525813,54903.49299,436155.2167,-0.54,0.611296050126336,0.453608731946193,0.000576269140653999,0.742044271106358,0.00094270057942449
"27",31,0.51762240426748,7.63334244698626,0.164031244046485,10.1752307736864,2.59185444829562,3.96457861900548,14.4336782328493,26.0163545579202,41.32123795,-99.03604101,103.535321297775,0,13.7711782428048,10.7085561787056,13.5976952861232,10.1830114372864,0.518469154607768,7.63334244698626,0.17673161241632,10.2070306709189,3.15282348135952,3.88065145074725,14.4406550908895,26.0163545579202,41.32123795,-99.03604101,104.183475117079,0,13.780690308553,10.6767159015684,13.6009401519947,10.1899063273634,15.9313530959374,15.9314720536438,15.9035449501316,15.815546105996,11.9489327104577,14.0399572598089,15.811874928055,10.4959300289744,7666920.515,194992,-0.17,0.150843139428941,0.887277826252537,0.00435887176471155,5.88212251224403,0.0288967186788428
"28",32,0.759036144578313,6.35336501418813,0.733433734939759,10.1397842210953,2.18473820976195,3.9586568112796,14.8303538438254,26.3741291347808,39.24605215,-117.5587944,102.815224050372,0,14.0225930176997,9.91595945403145,13.9834305752918,10.1783882906232,0.769578313253012,6.35336501418813,0.948842061107796,10.1626929869954,2.00816912856451,3.92229816193559,14.8416008981292,26.3741291347808,39.24605215,-117.5587944,103.280328747925,0,14.048786601757,10.0924950419207,13.9868857546993,10.1822171710899,13.4412388377644,13.4443787583114,14.4645778386221,13.8675359830287,12.9234830782258,13.059542846343,12.5743272852551,8.12622252945853,359186.2461,187394,1.54,0.680562299171103,0.418929985085941,0.00490178316494022,0.615564490710373,0.00720254879077256
"29",33,0.88,-0.355532739359956,0.8,10.3797527869509,3.81017063546948,3.84130593894235,14.0936860860751,23.8669919031651,43.47455644,-71.57668133,107.739267918215,0,13.4475464158608,8.50025047068593,13.3326324065824,10.3304205672595,0.88,-0.355532739359956,0.719072944910054,10.4123813114523,3.82266942361708,3.7886975344136,14.0957593217033,23.8669919031651,43.47455644,-71.57668133,108.417684575081,0,13.4509589601887,8.6459381473068,13.3318071133254,10.3346528954941,7.87473912517181,8.29903718161307,7.15617663748062,5.92157841964382,6.15909538849193,5.07517381523383,7.63191651307125,7.73805229768932,1220.463709,1171.827262,1.27,0.0398009950248756,0.51318407960199,0.570646766169154,12.89375,14.3375
"30",34,1.05042864346949,3.91678365552963,0.43267776096823,10.4598122163733,3.73808606132083,4.02296504961448,15.9975752471259,23.6702666714941,40.2804298,-74.62094429,109.407671601793,0,15.252029530133,9.52068861492688,15.0894094382064,10.3784165323044,1.05745967741935,3.91678365552963,0.553285574935758,10.4836899740799,3.83733393902571,3.97447244877396,16.0014875622813,23.6702666714941,40.2804298,-74.62094429,109.907755472624,0,15.2630472324428,9.38210641483062,15.0903872067048,10.3718335586835,11.3893557185521,11.2994475505224,10.7807463534365,10.3844411536072,9.6260857894919,7.90248743716286,11.2034066979093,10.2434892675,59985.73945,27261.81662,0.23,0.0334748752739022,0.908426903697835,0.347858920237196,27.137573964497,10.3916420118343
"31",35,1.25,6.8916294539565,1.28982300884956,10.0377561733412,2.13008627709222,4.02530933555247,14.5505374135032,26.4732923800767,34.54561168,-105.8871404,100.756548995449,0,13.6770148635587,10.5484418904946,13.7177191023396,10.0334187221282,1.25054945054945,6.8916294539565,1.14906490598967,10.0576668033838,2.61486335436319,3.98323876846003,14.5504170536223,26.4732923800767,34.54561168,-105.8871404,101.156661527889,0,13.6791030332343,10.5222344105198,13.7158382780197,10.0353926234161,13.4303156148983,13.4511374879113,14.0865776122913,13.5989713995561,11.8699555646337,12.5767116367529,13.0352443582579,10.3173506320953,405302.5364,134876.8019,-1.14,0.417101429245989,0.65975077451082,0.0435525573253176,1.58175141164939,0.104417185536979
"32",36,0.815886524822695,3.24633533776435,0.462695035460993,10.3510538366629,3.67720418741145,3.88877165203459,16.7895216760232,25.5276966337854,42.55441095,-75.47714089,107.144315529494,0,16.0237592568707,10.8503850810032,15.9102821171674,10.2558682895518,0.820243833286079,3.24633533776435,0.486146667547497,10.3894260447942,3.78312000593379,3.8226940471022,16.7936452483245,25.5276966337854,42.55441095,-75.47714089,107.940173540247,0,16.0361860016332,10.9843770495497,15.9106284559734,10.2639901616092,10.9988779899443,10.7935369732051,9.96646235169752,9.24375219035208,9.23863900383743,6.97447891102505,10.5802766664833,9.38697914563464,25442.27041,18802.91107,0.99,0.0219484652499743,0.807945796119495,0.244985114464634,36.8110383536015,11.1618334892423
"33",37,0.890342439399769,4.89731316876774,0.523662947287418,10.1037718097043,3.84245618247685,4.10598618447755,16.0929904357592,25.5590158564391,35.62288795,-79.50227002,102.086204782574,0,15.2667753781731,11.1107449566533,15.2915085021659,10.0835565742768,0.895344363216622,4.89731316876774,0.496744339546355,10.1415985309721,4.03390137954876,4.06961880116566,16.1027850394355,25.5590158564391,35.62288795,-79.50227002,102.852020763416,0,15.286945609931,10.9501923231322,15.2958677303386,10.0957594401833,12.0698290066603,11.8256976319816,10.8846480006967,9.52701901728896,10.5098860690489,7.51806418123308,11.7901707632745,9.65007807402644,38364.74668,86596.23797,-0.15,0.0134653783983441,0.965096802978328,0.11353778863525,71.6724606192287,8.43183052688756
"34",38,0.772913018096906,4.09669263666969,0.308231173380035,10.3351400903979,2.71194851944259,3.78774094214276,13.4583040441959,25.9089630671074,47.39323862,-100.2508894,106.815120688151,0,12.8453679982877,10.4731385333533,12.7045695823951,10.286229773537,0.772913018096906,4.09669263666969,0.316040082880312,10.3370540907552,3.14789114418854,3.65893722199505,13.4917079219258,25.9089630671074,47.39323862,-100.2508894,106.854687275198,0,12.8755596178869,10.4662412691625,12.7346193198492,10.3063158539898,12.2941155736213,12.2724594575254,11.9072082836758,11.5756814223471,8.805048590996,10.2438095123121,12.1784187777483,5.8111409929767,155005.6964,13160.62146,0.02,0.131512951040575,0.910245732894146,0.00156273394220692,6.92133912053508,0.0118827380105308
"35",39,0.678653846153846,2.95447789390209,0.351730769230769,10.1442745390229,3.61715843058422,3.98930016992535,16.2616958698904,25.3850431737458,40.31742129,-82.83129539,102.906305923069,0,15.480416667738,10.9677154143424,15.4503912405746,10.1177114416757,0.680253797346664,2.95447789390209,0.357044118579163,10.1793753451052,3.72949015631354,3.92932587878435,16.2639959325137,25.3850431737458,40.31742129,-82.83129539,103.619682416536,0,15.4921960063396,11.0468501099423,15.4494705318604,10.1349563525963,10.7486903626946,10.6400772909389,10.1330107108144,9.46582062669609,9.30571028636,6.54391184556479,10.441704582894,9.51340354646627,24245.13383,14832.55383,-0.19,0.016636346227499,0.820064151666028,0.324109536576025,49.2935251798561,19.4820143884892
"36",40,0.878571428571429,5.32744452224556,0.502380952380952,10.0749166681637,3.24411072044535,4.14529015939498,15.154404039412,25.9031599629506,35.50185248,-97.25333439,101.503945870442,0,14.3430747076942,11.3911984118921,14.3329021783179,10.0630521222075,0.879523809523809,5.32744452224556,0.475354270618662,10.0975729762503,3.59985910394291,4.07461561460151,15.1637312278497,25.9031599629506,35.50185248,-97.25333439,101.960980010701,0,14.3559633311507,11.4389882474679,14.3357069387224,10.0952229926907,13.0810204138699,12.9636067732409,13.1656488949583,13.0823348180311,10.1712984953455,9.54752663933105,12.9692891180286,8.9550609506319,374625.1092,34488,0.43,0.0328409149511723,1.00569851993193,0.0181597835922007,30.6233404710921,0.552962169878658
