"","State","Real_Openness","Water_Use","Constructed_Openness","Income","Precipitation","Temperature","Population","Area","Latitude","Longitude","Income2","Is.DC","Tot_Employment","Agri_Employment","Housing_units","Median_Income","same_yr_Irrigated_area","next_yr_Irrigated_area","next_yr_Irrigated_water","next_yr_Irrigated_water_gw","next_yr_Irrigated_water_sw","next_yr_irrigated_area_gravity","next_yr_irrigated_area_sprinkler","next_yr_irrigated_area_drip","next_yr_gravity_percent","next_yr_sprinkler_percent","next_yr_drip_percent","next_yr_sprinkler_rel","next_yr_drip_rel"
"11",15,NA,4.94554124090154,NA,10.4306391789009,NA,NA,14.171461840123,23.5347234776545,21.02917264,-157.3971885,108.798233680422,0,13.4305904485852,9.4012086347386,13.2047817225537,10.4681477389305,10.7244121030379,10.1924188443883,10.5056153347089,8.02398514508367,8.40503099535204,7.80343505695217,8.94115288216057,9.79305865876674,0.0917228464419476,0.286142322097378,0.670749063670412,3.11964066966109,7.31278072682728
"12",16,0.65684133915575,8.62728798368043,0.285298398835517,10.1805888454437,3.35962367783714,3.78979519502878,14.3560559418912,26.0894754695374,44.26668842,-114.4612026,103.644389239973,0,13.5758729749102,10.5637499057603,13.4895283085357,10.1537792357693,15.0387758594922,15.0372436112332,15.7048424945781,14.4356203142065,13.7325105290404,13.6375662072108,14.7622754012121,9.17823031805795,0.246676527963082,0.7595962703905,0.00285405841270852,3.07932123361239,0.0115700445286617
"13",17,0.823855243722304,4.44549544324792,0.255908419497784,10.4398639571461,3.63239201225415,3.99596253464217,16.3651137632768,25.6915362802649,39.84225886,-89.17445102,108.990759443719,0,15.6456657206232,11.0910565470364,15.4943655718871,10.3629988290614,13.325237280385,13.2463917591132,12.716140982627,12.6778134646749,8.93475546342345,NA,13.3110446681509,8.8722067560283,NA,1.06678868740548,0.0125984057213122,NA,NA
"14",18,0.730019181585678,3.8829422289141,0.311061381074169,10.2514294744006,3.82088288499469,3.98848277116895,15.7126532425925,25.2535939161006,39.83861922,-86.21904026,105.09180626861,0,14.9737254561761,10.4630176225122,14.8751539950926,10.2666017201038,13.227521272536,13.2753608210818,12.4207081054637,12.3101462833658,10.0344357551589,7.08002649992259,13.3078266604705,10.0146263417701,0.00203892143115808,1.03299860467751,0.0383602128853656,506.639730639731,18.8139730639731
"15",19,0.412120307485633,2.54777580956693,0.0959773117396821,10.337378134828,3.47610880686321,3.9121412385569,14.961550495698,25.6976519983675,42.02990262,-93.4660937,106.86138670242,0,14.2976897631401,11.0362274784318,14.1503664890672,10.3409034218761,12.3103695958028,12.0209050425863,11.0225395204417,10.9715673126467,7.30350222703674,3.91202300542815,12.0497813428705,7.95050243480885,0.000300855029995247,1.02929726282094,0.0170705144019303,3421.24,56.74
"16",20,0.627668960649374,6.88532228029032,0.212987471325216,10.3138075233705,3.36756182037098,4.03408507194614,14.884736259561,26.0786910605009,38.48536567,-98.08532491,106.374625629133,0,14.1779296725209,10.7034017591542,14.0574962754795,10.3130774752212,14.7331547734661,14.6854708181437,14.7153364858072,14.6838185784712,10.1415745719823,11.0982127290553,14.6529260337613,10.2435960271663,0.0276741064246259,0.967979098514506,0.0117738443181209,34.9777905621244,0.425446232570814
"17",21,0.799490538573508,2.66970776881402,0.647743813682678,10.1953732772485,3.91731655867259,4.05711465072825,15.3093555596666,25.3510093181868,37.62171898,-85.20171191,103.945636262432,0,14.4969332748277,10.4590379450816,14.5007440073932,10.1577808728426,11.3368920960174,10.9722246555854,10.0059087526353,9.38487646386943,9.07042239325799,8.00369733909437,10.9358531953853,8.93642970360832,0.0513789195315451,0.964282034550263,0.130576639076828,18.7680481283422,2.54144385026738
"18",22,1.47134786117837,5.95137913020615,0.841000807102502,10.161418929336,4.15313038491932,4.22860810871915,15.3597340942556,25.4409965561454,31.0806972,-91.81925318,103.254434657468,0,14.5199764396623,11.1299652122021,14.5389842071995,10.1214577450763,14.0271902496182,13.8850674037212,13.8354318056758,13.7056627699866,11.4913502619255,13.7905270530688,11.4793997047451,7.35819375273303,0.909791023224099,0.0902052455474785,0.00146357434892396,0.0991494126066566,0.00160869288832657
"19",23,0.701413427561837,1.93077475611377,0.607773851590106,10.3445771716172,3.8136987496513,3.74550599392389,14.1051210198773,25.1038968603578,44.67621581,-69.49838161,107.010276859544,0,13.4172484458822,9.64121328401888,13.5179720702491,10.2392452482195,10.3831939572432,10.4827659019366,9.65752307343621,8.45580130780474,9.21652123105126,4.97673374242057,10.4765271227082,7.51697722460432,0.00406219358453565,0.993780641546435,0.0515198207031797,244.641379310345,12.6827586206897
"20",24,1.0336642209754,3.15243042011649,0.489857574449719,10.5956342327625,3.72069953752794,4.03526434424843,15.6159285999928,23.9481991089814,39.0026629,-76.68130445,112.267464794488,0,14.9463260458125,9.51436320401602,14.7112405592546,10.5531007310723,11.7347161015078,11.7362609978548,11.1338150021447,10.9615808938161,9.27343609246479,5.59098698051086,11.7689620595865,8.37816098272068,0.00214358843102124,1.03324161760942,0.0348013181469158,482.014925373134,16.2350746268657
"21",25,0.840880236986881,3.92358985079959,0.461278036394414,10.6411538847006,3.8459413921006,3.90308060689523,15.7411916145143,23.7291660858851,42.10673796,-71.45056086,113.234155997878,0,15.0963149506032,9.59601085275617,14.8783540354709,10.5009219722669,10.0828046003098,9.86843016072073,10.0341210001713,7.53903159623922,9.91323984397881,8.7937637591133,9.31686021535386,7.99463231143183,0.341411630676816,0.576044741339133,0.153539433483507,1.68724404671621,0.449719399362961
"22",26,0.850887573964497,4.79727704351684,0.486094674556213,10.3250884425537,3.67077872767517,3.83447133700178,16.1143196307589,25.7110759404007,44.04901725,-85.19808872,106.607451346556,0,15.3533691139842,10.8506372119963,15.3405389420268,10.2662886929548,13.415349359228,13.6255720658312,13.0335824356581,12.8377102299244,11.2565503993517,4.39444915467244,13.593709854626,10.5921496903114,9.79431929480901e-05,0.968640040628287,0.0481505664985913,9889.81481481482,491.617283950617
"23",27,0.774321731981365,4.61301384391775,0.17566456563442,10.4955981889183,3.34152116446912,3.75363650329396,15.5340909055746,26.0522675856254,45.54670036,-94.4318287,110.157581343225,0,14.9007417173147,10.937863496629,14.7065761955048,10.4547542982996,13.323868088615,13.2260114276298,12.4252242395748,12.3580248129706,9.315069395785,7.94767857130157,13.306939058417,8.11969625295725,0.00510092768727292,1.08429242433804,0.00605836586399329,212.567691763874,1.18769883351007
"24",28,1.01170731707317,6.47063393280094,0.737560975609756,10.0484965744461,4.07716861099705,4.18644412824027,14.9088087518086,25.5234434395356,32.79092429,-89.64612789,100.972283406655,0,14.0200623485874,10.2650356035778,14.0959821976118,10.086642095634,14.4113469588538,14.3265499588783,13.9711398583788,13.9016606914402,11.2639383264484,14.1327934220673,12.5778051532068,8.62712325078843,0.823858459061453,0.17399220046754,0.00334788422235326,0.21119186014762,0.00406366431700805
"25",29,0.901450725362681,6.2173396642969,0.463981990995498,10.2900416357525,3.72457817199742,4.04551034396766,15.6260152328702,25.9053470957279,38.45001591,-92.480744,105.884956865521,0,14.8871972511236,10.7691163696081,14.8424281141183,10.2453736790014,14.24022585322,14.1725372400359,13.9193542237868,13.8729065720195,10.7853545491791,13.6054609061612,13.4513836311291,9.28526229849344,0.567181265630751,0.486191057985801,0.00754194674313576,0.857205777847964,0.0132972423458813
"26",30,0.64202657807309,8.14618930533908,0.318936877076412,10.2897018810522,2.85669788909549,3.76553456738217,13.8647701357514,26.6554420564989,46.97106673,-109.7059727,105.877964800928,0,13.1601927384607,10.4057163290766,13.1429656848711,10.2106413151775,14.5388163608377,14.5763920850674,14.7511889290782,11.0149255465793,13.5194168344296,14.0199034085135,13.7679943319909,7.32052696227274,0.573218289082789,0.445571410014756,0.000706021319881392,0.777315411076151,0.00123167968176853
"27",31,0.547586905163686,7.7066439526188,0.175666554168073,10.3389967819927,3.23201464102588,3.92530084308868,14.4678753265539,26.0163545579202,41.32123795,-99.03604101,106.894854458055,0,13.8244227263508,10.6297551464293,13.6382243027349,10.3557090119861,15.9659217327165,15.8523253525372,15.3957585601078,15.254737498497,11.0433377492205,13.4020914001072,15.7617874968868,10.9804334782312,0.0862734002665222,0.913439754390469,0.00765886196882086,10.5877333172056,0.0887743145066792
"28",32,0.969887076537014,6.62556012581912,1.02007528230866,10.3144707413282,2.41135463927828,3.95587031676562,14.9134689662325,26.3741291347808,39.24605215,-117.5587944,106.388306673715,0,14.1695813139471,9.94155375334258,14.0384404864628,10.3237099016192,13.5803260544702,13.4495353575425,14.4679513623199,13.7024124292611,12.8811729565488,13.0156419361072,12.4173500720293,8.39344238398006,0.647981312723498,0.35622765024801,0.00637040027684854,0.549749882061826,0.00983114813924715
"29",33,2.2972972972973,0.640800700187736,1.79279279279279,10.551558912205,3.89468560887271,3.80472252144815,14.1102638205184,23.8669919031651,43.47455644,-71.57668133,111.335395477732,0,13.4981181384553,8.77524045873833,13.3608903941218,10.4358789542167,7.69938940625674,8.07651532755233,7.58426481838906,6.94157296047415,6.70152119156974,4.76217393479776,6.78219205600679,7.60986220091355,0.0363579863269111,0.27408328154133,0.627097576134245,7.53846153846154,17.2478632478632
"30",34,1.35615711252654,3.5347983551992,0.596072186836518,10.6107102072006,3.80566071952881,4.00029698394253,16.0133620498596,23.6702666714941,40.2804298,-74.62094429,112.587171101191,0,15.3181466944014,9.62793165988219,15.1008488562346,10.5004266502975,11.3715807707039,11.4069091787863,10.8523035561137,10.541031664961,9.49759817143691,8.0519780789023,11.1933673742711,9.98815034041484,0.0349117754972704,0.807718393168855,0.242014209314995,23.1359872611465,6.93216560509554
"31",35,1.39763779527559,6.76416189098448,1.49606299212598,10.1389943628337,2.69556835120997,4.03247511574898,14.5517507523269,26.4732923800767,34.54561168,-105.8871404,102.799206689574,0,13.6763542321664,10.3099188603896,13.7514796413071,10.1208544510729,13.3471599617064,13.4229567392763,14.106542264124,13.5082334682079,10.2993062835925,12.4929794175142,12.8899898607114,9.9264713889265,0.394562658255964,0.586861238209468,0.0303037033746465,1.48737146288373,0.0768032725362156
"32",36,0.646756263481002,2.97219749042033,0.374979259996681,10.5228805445074,3.85779128896823,3.84852719289072,16.803684287561,25.5276966337854,42.55441095,-75.47714089,110.731014953973,0,16.0808544253262,10.8689493284167,15.9350883791155,10.3656480043208,10.8828845303312,10.778414476469,10.4373165580671,9.05574067804051,9.88475092459069,8.07868822922987,10.4299305871972,9.58843428328822,0.0672239129528495,0.705757285196148,0.304227289781965,10.4986046511628,4.52558139534884
"33",37,0.69524655708574,4.77578262450196,0.402932030208796,10.2941773750621,3.87088903342781,4.11094050658077,16.1450704378944,25.5590158564391,35.62288795,-79.50227002,105.970087829241,0,15.3805914851542,10.9248047442777,15.3464799896458,10.2217230780314,11.8736999941144,11.7971264855854,10.92717871802,9.12916620202389,10.7407230094645,7.3356339819272,11.7405947596408,9.61893391475888,0.0115451192895311,0.945036501843908,0.11324602995409,81.8559322033898,9.80899608865711
"34",38,0.76094839609484,4.44223587611418,0.189400278940028,10.4353209594591,2.56247582750848,3.73838788858553,13.5349934226038,25.9089630671074,47.39323862,-100.2508894,108.895923526926,0,12.916261291945,10.5252998354915,12.8335900430762,10.4237088979425,12.483268681164,12.6014907847825,12.1544108622063,11.5525508404674,9.83037908071549,10.7231572458059,12.4399701650905,5.03695260241363,0.152844603216824,0.850848987040448,0.000518516772670799,5.56675845357418,0.00339244410177332
"35",39,0.678751109795798,2.99856575544998,0.381325836046167,10.3102185257655,3.81770680138231,3.97446297636272,16.2715554350292,25.3850431737458,40.31742129,-82.83129539,106.300606049039,0,15.5350591262554,10.9022979219587,15.4644962454457,10.2692064761218,10.8329906158824,10.5779105240978,9.74893679268753,9.01524082702885,8.87069988504615,6.70563909486,10.3792247136296,9.03753340755081,0.0208110448825717,0.819807427785419,0.214300270008661,39.3929008567931,10.297429620563
"36",40,0.622503057480636,5.8284228339238,0.537708927843457,10.1838428496014,3.65081690132137,4.12359825222206,15.1843698070108,25.9031599629506,35.50185248,-97.25333439,103.710655185379,0,14.3799160000285,11.3216802101552,14.3659841113059,10.176867840277,13.2599943552343,13.3071685142253,13.4031159965543,13.2419816400011,10.5390032574388,11.1512236216031,13.2070702677699,9.34940642009918,0.115793726267349,0.90474852533367,0.0191058235188498,7.81345030079398,0.164998779594825
"37",41,0.973360655737705,7.54035513630054,0.299521857923497,10.3719274598057,3.58783705557755,3.87223508362881,15.2368766524967,26.2392236404128,44.49389908,-121.4848871,107.576879231471,0,14.50510092054,11.0970160040001,14.3856886535304,10.3036385658205,14.3252882328236,14.2723706886188,14.815930651141,13.4470230790804,13.10187783989,13.1518309133453,13.819974579378,11.1309620166472,0.326103724381106,0.636102153874213,0.0432218695618032,1.95061296856218,0.13254025124623
"38",42,1.07071986489339,2.52787034922012,0.506227570192105,10.3954666917557,3.84193122051649,3.92379875460599,16.3653882134799,25.4758382689323,40.82029613,-77.61765701,108.065727739403,0,15.6357186665054,11.2311724475488,15.5549941449603,10.318407819415,10.3778255249307,10.6114248185687,10.5747724862389,10.5100627920858,7.58127413162488,9.20220738874599,9.21213875391756,9.8827234631834,0.244334417183959,0.246773081091733,0.482535225145335,1.00998084484323,1.97489666297006
"39",44,1.12183908045977,0.43906105753668,0.763218390804598,10.4490333927803,3.8933215461505,3.94211730378896,13.8734388420447,21.7082461694189,41.62991248,-71.4697877,109.182298843438,0,13.1954539750652,7.71690613529839,13.0567917895037,10.322263674704,7.99159228206809,8.0805469658245,6.88653164253051,6.53540373778619,NA,3.78418963391826,7.89618060861549,5.95324333428778,0.0136180748994119,0.831631073970907,0.119158155369855,61.0681818181818,8.75
"40",45,1.10607168983175,3.83016849075645,0.785662033650329,10.2367044964367,3.83956354289082,4.17517506895767,15.4298104318853,25.078256940065,33.95498444,-80.98041638,104.790118947367,0,14.6363801038731,9.97980023538529,14.6417978045905,10.1691540509302,12.2569415998982,12.440037435476,12.2229838417636,12.0770058835933,10.1780965168246,7.95717732345947,12.4644404733338,10.3471792901165,0.011301044634378,1.0247032288699,0.123334124723014,90.6733193277311,10.9135154061625
"41",46,0.522648083623693,4.34248246921554,0.158536585365854,10.2959011928996,2.87014147218949,3.84418358875131,13.6758645088732,25.9751412800484,44.28529801,-99.25822904,106.005581373951,0,13.0001279445217,10.2276341394667,12.880673908803,10.317086160541,13.1071522729156,12.8437414707494,12.4739715654961,11.5364294406799,10.0252341207871,10.5194026552328,12.7365950086335,7.42237370098682,0.0978481183257446,0.898394082655723,0.00442109546976452,9.18151619088773,0.0451832446593027
"42",47,1.13548613548614,3.14852202774191,0.772200772200772,10.2668798842224,4.02943747782519,4.09391875960837,15.7200009148063,25.3941488542998,35.88471808,-86.10862377,105.40882255705,0,14.9565716771371,10.415861976292,14.9002940007209,10.1912946171761,12.1275650090318,12.158697979071,11.3069093973166,11.1011900975086,9.58263357249849,9.38479775371334,12.1057438937334,7.81116338502528,0.062418084782905,0.94842355803005,0.0129386723705871,15.1946917520578,0.207290441794053
"43",48,0.594240224771716,7.60269627469324,0.416413018028565,10.2929926410656,3.40459749530155,4.20918224625664,17.1585347522544,27.2404658023558,31.65818605,-98.65226965,105.94569750903,0,16.395870634872,12.8321233695568,16.2073305956546,10.3045429521556,15.2887495230112,15.2230168469672,15.4918101658755,15.1993045560301,12.6051377327929,13.552211456673,14.9992868794431,12.5110873856731,0.188095514316329,0.799531004558767,0.0664085502945111,4.25066492130246,0.353057597018654
"44",49,0.79644495412844,7.00691422459441,0.548738532110092,10.2429909049665,2.54975991617906,3.92675457345473,14.9475037850347,26.0862232819749,39.63565035,-111.6003276,104.918862679227,0,14.2243054495186,10.0910868243254,13.8968001802243,10.305948151624,13.9082893547021,13.9824646376271,14.6599314266339,13.1502337509744,12.3284230128076,13.1599616212196,13.4092611423674,9.15525040565822,0.439330625370229,0.563716679360244,0.00800880088008801,1.28312629898085,0.0182295529098134
"45",50,0.908450704225352,0.126764800791497,0.762910798122066,10.3872399823752,3.83491416546925,3.78009863844991,13.3433558167352,23.8960173592464,44.16028666,-72.68528623,107.894754451454,0,12.6951280074762,9.07015834137632,12.7226258354289,10.3022636724935,8.01201823915906,8.01367414283268,7.66622192566273,6.68222959313705,6.99353625158464,4.79579054559674,7.48661331313996,6.93049476595163,0.0400397088021178,0.590337524818001,0.338517538054269,14.7438016528926,8.45454545454546
"46",51,0.990390775144138,4.32505408591289,0.537796284433056,10.5305483479682,3.72686444270916,4.04730161368451,15.9520434279005,25.3507648684176,37.56542632,-78.51268422,110.892448508896,0,15.2422100267192,10.4217454881194,15.0719573044388,10.4386642671659,11.0577395097416,10.7841096551308,9.55435551776812,8.17996668740688,9.24996345128473,7.2115567333138,10.626581809464,8.51639287124547,0.0280840656607528,0.854253026032167,0.103548333609683,30.4177121771218,3.68708487084871
"47",53,0.869720529523009,6.7618797240033,0.177768438747636,10.517997287579,3.8884361829429,3.84566194695932,15.8177663382603,25.8714461250492,47.23708702,-120.7324056,110.628266941519,0,15.0963757899614,11.3474256263861,14.9479646965259,10.45311072301,14.3398703798819,14.4393666082768,15.219786035495,13.8442965636172,12.295803114021,11.6011652538196,14.2223959902677,12.4880396681509,0.0585308475920498,0.804953620097422,0.142085407612627,13.752639047837,2.42753032730602
"48",54,0.833333333333333,3.25665126334578,1.66333333333333,10.1055300339423,3.85036271858992,3.98926892184466,14.4120680905495,24.8546861334505,38.81190905,-80.61919624,102.12173726691,0,13.4942027578628,10.2113030799075,13.7014904336684,10.0791201211793,7.41457288135059,8.78339623219089,7.48885295573346,5.46099082410574,7.274662219845,4.15888308335967,8.68406264365127,5.84354441703136,0.00980842911877395,0.90544061302682,0.0528735632183908,92.3125,5.390625
"49",55,0.71762562623349,5.81844865797098,0.213298922119326,10.3734286798287,3.625093710956,3.8008551330383,15.5725893789963,25.6669918017591,44.40708334,-89.77145833,107.608022575492,0,14.9071663730461,11.113268457145,14.8070211864321,10.345798761765,13.0266495161316,13.1583326565241,12.5910220721795,12.5066577210486,9.96828889428959,5.4971682252932,13.1931908316814,8.15363748638528,0.000470758925126179,1.03547284261217,0.00670638534319097,2199.58196721311,14.2459016393443
"50",56,1.48172757475083,7.88211601240721,1.30232558139535,10.337961149679,2.92508591453105,3.76570042082944,13.269601650069,26.2505457913279,43.08797026,-107.1421614,106.873440732272,0,12.550378405548,10.2531227756836,12.5308084214032,10.3485899536828,14.2650557073896,14.2612189331623,14.6347633783649,12.1467181191759,13.1914987956643,13.9469422477548,13.0677656821243,5.47646355193151,0.730316932164273,0.303172523495193,0.000153048547767797,0.41512459884608,0.000209564561668099
